Target,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,CAT
619.2,8130,4314,2635,2.5,10,4,2,1,1,1,Yes
509.3,7818,4971,3166,2.5,9,3,2,1,1,1,Yes
351.5,3653,3616,1963,2,9,3,1,1,1,1,No
377.2,4470,3220,1912,2,9,4,1,2,1,0,No
333.3,4300,2865,1573,1.5,6,3,1,1,1,1,No
936,20560,8154,4106,2,9,4,3,1,1,2,No
610,8143,5418,3084,2,11,5,1,1,1,2,Yes
288.6,4250,2270,1044,1,5,2,1,0,1,1,No
288.3,4000,1899,912,1,5,2,1,1,1,0,No
331.2,4000,2322,1306,1.5,6,3,1,1,1,0,No
442.4,5000,2916,1814,2.5,8,4,2,1,1,1,Yes
246.1,5000,2076,954,1,5,2,1,0,1,0,No
285.3,4000,2928,1330,1,6,3,2,0,1,0,No
324.5,5020,3047,1330,1,7,4,1,1,1,0,No
705,18696,7022,4381,2.5,12,5,3,1,1,1,No
500.3,8800,3574,2154,2,8,4,1,1,1,1,Yes
370.1,3816,3590,1588,1,9,4,2,0,1,1,No
350,4602,2512,1544,2,6,3,1,1,1,1,Some
315.9,4550,3198,1462,1,6,2,1,0,1,1,No
387.8,9516,2556,1162,1,6,3,1,1,1,1,No
315.5,4000,1994,1334,2,6,3,1,0,1,1,No
418.8,5000,3216,1903,2,8,3,1,2,1,0,No
490.4,5846,4110,2359,2,8,5,2,2,2,1,No
529.6,9500,4598,2932,2.5,10,4,1,1,1,0,No
405,8643,2775,1589,2,7,3,1,1,1,1,No
449.9,4000,2860,1824,2,8,4,2,0,1,0,Yes
563.7,10883,5048,2758,2,9,5,1,1,1,1,No
285.2,5000,1929,912,1,5,2,1,0,1,0,No
317,4000,2393,1121,1.5,6,3,1,0,1,0,No
644.2,11761,5792,3510,2,10,5,2,0,1,3,No
408.6,8000,3554,1758,2,8,4,1,1,1,1,Some
528.4,17410,4134,2243,2,12,6,3,1,1,2,No
292.1,4250,2430,1137,1,6,3,1,0,1,1,Some
594,12026,3931,2695,2,9,5,1,2,1,2,No
279.2,4770,1977,950,1,6,2,1,0,1,0,No
750.6,9795,5212,3116,2,11,7,1,1,1,0,Yes
496,5500,3536,2317,2.5,10,5,1,1,1,1,No
380.9,4440,3100,1856,2,7,4,1,1,1,0,No
476.1,3620,4118,3058,2,11,5,2,2,1,1,Yes
562.8,9018,4686,2718,2,14,5,3,0,1,1,Yes
555.6,5846,4514,2478,2,9,6,2,0,1,1,Yes
363.1,4500,3262,1490,1,7,2,1,0,1,0,No
357.3,5000,2564,1624,2,7,3,1,1,1,1,No
620.3,10250,4428,2649,2,9,5,1,2,1,2,No
291.8,4000,2096,1032,1,6,4,2,0,1,0,No
460.5,9500,2776,1732,2,8,3,1,1,1,0,Some
348.2,4850,3075,1680,1.5,7,2,2,0,1,1,No
439.1,8637,3846,2304,2,7,3,1,0,1,1,No
400.2,4000,2406,1392,2,7,3,2,0,1,0,Yes
331.2,5540,3030,1669,1.5,7,3,1,1,1,1,No
324,3416,2116,1344,2,8,4,1,1,1,0,No
410.8,5293,3948,2071,2,13,6,1,1,1,1,No
318.3,4000,2563,1142,1,6,2,1,1,1,1,No
312.9,4490,2363,1075,1,8,3,1,1,1,1,No
487.4,11000,2742,1728,2,6,3,1,1,1,1,No
419.6,5730,2471,1870,1,6,2,2,0,1,1,Yes
325.6,5000,2169,1352,2,6,3,1,1,1,1,No
712.5,9795,5541,3159,2,10,5,4,1,2,0,Some
912.6,12475,5698,3488,2,8,4,2,1,1,2,No
673.7,11808,5641,3120,2,12,6,3,1,1,2,No
554,5644,4548,2445,2,10,5,2,1,1,1,Some
256.6,3632,2005,950,1,5,2,1,0,1,0,No
396.5,6198,3108,1632,1.5,12,5,2,0,2,1,Yes
294.3,3205,1964,1274,2,6,3,1,1,1,1,Some
320.3,4850,2566,1333,1.5,6,3,1,1,1,1,No
637,10148,4763,2703,2,8,5,2,0,1,2,Some
346,4000,2613,1584,2,6,3,1,0,1,1,No
481.9,11244,2824,2042,1,7,3,2,1,1,2,No
554.5,6600,4744,2794,2,7,4,1,1,1,1,Yes
350.3,4239,2600,1527,2,8,3,1,1,1,0,No
358.2,3587,2968,1613,2,7,3,1,1,1,1,No
299.2,4260,2323,960,1,5,2,1,0,1,1,No
576.1,6501,5197,3636,3,12,4,3,1,2,1,Some
377.5,5410,2446,1424,2,7,3,1,1,1,0,No
342.1,4250,2978,1408,1,6,2,1,0,1,1,No
333,5578,2142,1363,2,6,3,1,1,1,1,No
331.4,4055,2437,1075,1,6,3,1,1,1,1,Some
605.2,7414,4601,2484,2,9,5,2,1,1,1,Some
317.9,4000,2637,1137,1,4,2,1,0,1,1,Yes
577.4,6683,4595,2661,2,10,5,1,1,1,1,No
293.7,4850,2772,1224,1,5,2,1,0,1,0,No
378.7,4500,2940,1820,2,7,3,1,1,1,1,Some
309.7,4730,2208,950,1,5,2,1,0,1,1,No
287.6,4250,2625,1225,1,6,3,1,0,1,1,No
306.9,3758,2428,1188,1,5,2,1,0,1,1,Some
275.3,4500,2266,1095,1,8,2,1,0,1,1,Yes
582.4,8648,4574,2813,2,8,4,1,1,1,1,No
582.8,6009,3826,2341,2,7,4,2,1,1,1,No
328.1,4000,3120,1285,1,6,3,1,2,1,1,No
403.4,8130,3177,1850,2,9,3,1,1,1,0,No
511.9,7151,4659,2633,2,9,4,1,0,1,2,No
366.9,8145,2604,1042,1,6,3,1,1,1,1,Some
314.8,5470,1968,1061,1.5,6,3,1,1,1,1,No
533.1,9250,3316,1914,2,9,3,2,1,1,1,No
526.1,5552,4232,2442,2,10,4,1,1,1,1,No
582.8,6009,3826,2341,2,7,4,2,1,1,1,No
322.4,4825,2808,1277,1,7,4,1,1,1,1,Some
337,4130,2524,1075,1,6,3,1,1,1,1,Yes
542.6,7148,4484,2358,2,7,4,1,1,1,1,No
418.8,5500,3139,1642,2,7,3,1,1,1,0,No
348.6,4000,2627,1706,2,7,4,1,1,1,0,No
350,4000,2757,1704,2,7,4,1,1,1,0,No
377.9,5000,2410,1616,2,6,3,2,1,1,0,Some
381.1,3525,2796,1620,2,9,4,2,1,1,1,No
387.8,4913,2638,1597,2,7,3,1,1,1,1,No
310.7,4585,2015,1372,2,6,3,1,1,1,1,No
606.6,4835,4144,2630,2,10,4,4,1,1,0,Yes
790.6,10837,5772,3105,2,9,4,2,1,1,1,No
246.1,3652,2068,936,1,5,2,1,0,1,1,No
351.2,3929,3436,1591,1,7,3,1,0,1,1,Some
928,16282,7347,3917,2,9,5,3,1,1,2,No
485.5,8684,3680,1992,2,8,4,1,1,1,1,No
516,5900,4386,2475,2,9,4,1,1,1,1,No
360,8005,2891,1042,1,6,2,1,0,1,1,No
275.3,4000,2521,1111,1,5,2,1,0,1,0,No
415.4,6370,2858,1800,2,7,3,1,1,1,0,Yes
271.8,4000,1992,900,1,5,2,1,0,1,0,Some
448.8,4355,3241,1847,2,7,3,2,0,1,0,Yes
363.2,4576,3401,1991,2,6,3,2,0,1,1,No
373.2,6151,3103,1683,2,7,3,1,1,1,0,No
458.2,6950,3753,1946,2,8,4,1,1,1,0,Yes
346.7,4000,2504,1188,1,6,2,1,0,1,1,Yes
415.1,5980,2379,1499,2,7,3,1,1,1,1,Yes
554.2,9400,2919,1941,2,6,3,1,1,1,0,No
360.4,5775,2272,1265,1.5,6,2,2,0,1,1,No
331.3,4987,2528,1075,1,6,3,1,0,1,1,Some
391.2,6250,2472,1632,2,7,3,2,0,1,0,Yes
674.9,6500,4925,2954,2,8,4,1,1,1,2,Yes
352.5,4565,2193,1326,2,8,3,1,1,1,1,No
265.2,3908,2228,988,1,5,3,1,0,1,1,No
459.9,4931,2710,1676,2,8,3,1,1,1,1,Yes
304.9,4000,2166,1368,2,6,3,1,0,1,1,No
314.6,3686,2410,1539,2,7,3,1,1,1,1,Some
317.7,4346,2494,1333,1.5,6,3,1,1,1,0,Some
659.6,9935,3478,2292,2,9,5,3,1,1,1,No
379.5,4500,3314,1754,1.5,7,4,2,0,1,1,Some
502.3,5000,3754,2240,2,5,2,2,0,1,1,Yes
454.7,9535,3489,1691,1,7,3,1,1,1,1,Yes
409.9,5676,4252,2462,2,8,3,1,1,1,0,No
390.9,5371,2986,1664,2,6,3,1,1,1,1,No
496.8,4563,4300,2352,2,8,4,1,1,1,1,No
269.1,3908,1976,988,1,5,2,1,0,1,1,No
308.2,4423,1829,1161,2,7,3,1,0,1,0,No
387.7,4222,2978,1690,2,8,4,1,0,1,0,No
494.5,13217,2946,1344,1,9,4,1,2,1,2,No
392.8,8710,2538,1236,1,7,4,1,1,1,0,No
561.7,8897,3223,2809,1,10,4,1,1,1,2,No
519.6,8450,3566,2232,2,6,3,1,1,1,1,Some
357,5775,2045,912,1,6,2,2,0,1,0,No
465.2,10560,3557,1989,2,9,5,1,1,1,1,No
585.9,13692,4338,2619,2,8,4,2,1,1,1,Some
600.8,3992,5373,2995,2,8,3,2,0,1,1,Yes
338.2,3845,2402,1456,2,7,4,1,1,1,1,No
359.6,5350,2326,1476,2,6,3,1,0,1,0,Yes
531.3,8750,3678,1803,2,9,4,1,1,1,0,Some
481,4000,3160,1920,2,6,3,2,1,1,0,No
429.9,4000,3214,1528,1.5,6,3,1,0,1,1,Yes
349.6,6004,2314,1400,2,7,4,1,0,1,0,No
389.3,5588,2671,1624,2,9,4,1,1,1,0,Some
307.8,5000,1816,1075,1,5,2,1,0,1,1,No
330.8,4200,2596,1306,1.5,6,3,1,1,1,1,No
313.1,3908,2675,1403,1.5,7,3,1,1,1,1,No
391.2,4540,2570,1552,2,7,3,1,1,1,1,Some
423.3,5000,2762,1479,1.5,7,3,1,1,1,1,Some
245.1,3729,2104,1272,2,7,4,1,0,1,0,No
338.4,5184,1976,1326,2,7,3,1,1,1,1,No
438.4,8710,2917,1628,2,6,3,1,0,1,1,No
537.8,6055,5149,2939,2,9,5,3,1,1,2,Some
355.8,5354,2966,1560,2,7,3,1,1,1,1,No
386.5,4000,2328,1384,2,7,3,1,1,1,1,Yes
447.9,6000,3498,1870,1.5,7,4,2,0,1,1,Yes
459.3,6745,3926,2196,2,8,3,1,0,1,1,No
305,6890,1874,912,1,5,2,1,0,1,1,No
401.3,4000,3788,2067,2,7,3,1,1,1,0,No
527.2,11040,4062,2497,3,9,4,1,1,1,1,No
324.5,4988,2360,1485,2,6,3,1,1,1,0,No
438.6,5000,2700,1740,2,7,4,1,1,1,0,No
673.2,13390,5008,2784,2,7,4,1,2,1,2,No
368.6,5000,2647,1395,2,6,3,1,1,1,1,No
414.3,5523,3568,1980,2,8,5,1,1,1,1,Some
346.2,5328,1992,1382,2,7,3,1,1,1,1,Some
404.8,5107,3020,1736,2,7,3,2,1,1,0,Yes
363.8,5929,3514,1830,2,7,3,1,0,1,0,No
675.4,10000,6427,3540,2,9,5,1,2,1,1,No
505.5,7125,3531,2163,2,7,3,1,1,1,1,No
280.6,4000,2931,1330,1,5,2,1,0,1,0,No
327.4,7350,3152,1635,2,7,3,1,1,1,0,No
431.5,8750,3108,1789,2,6,3,1,1,1,0,No
346.3,3996,3228,1775,2,8,4,1,1,1,0,No
473.1,6534,3316,1772,1.5,7,3,1,1,1,1,No
273.9,4298,2580,1251,1,7,3,1,1,1,1,No
441,8520,3388,1781,1.5,7,3,1,1,1,1,No
360.7,5313,967,832,2,8,3,2,0,1,0,Yes
370.2,5000,2692,1544,2,8,3,1,0,1,1,No
360.4,5481,2649,1627,2,9,4,1,1,1,0,No
420.2,5045,3492,1984,2,8,4,1,1,1,0,No
416.9,4950,2238,1404,2,8,3,1,0,1,1,No
499.4,8287,4235,2496,2,9,4,1,2,1,1,No
295.1,3590,1898,1274,2,7,3,1,0,1,1,No
264.1,4000,1588,732,1,4,2,1,0,1,1,No
329.5,4815,2249,1248,2,6,3,1,0,1,1,No
353.3,6400,2656,1469,1.5,6,3,2,0,1,0,No
365.4,5107,2642,1634,2,7,3,1,1,1,2,No
354.1,6869,2828,1313,1,5,2,2,0,1,1,No
679.1,10706,6351,3148,2,10,4,2,1,1,1,No
315.3,4477,2331,1265,1.5,6,3,1,1,1,1,No
422.3,5172,3650,2131,2,7,3,1,1,1,1,Yes
495,8500,4502,2298,2,8,3,1,1,1,0,No
343.6,6000,2148,1014,1,5,2,1,0,1,1,No
324.9,3203,2454,1540,2,7,4,2,0,1,0,No
336,4800,2997,1210,1,7,4,2,0,1,0,Yes
384.4,7000,3024,1413,1,6,3,2,0,1,1,No
479.7,6650,4086,2329,2,8,3,1,1,1,0,No
467,8330,3118,1626,2,8,4,1,1,1,1,No
329.1,7336,2792,1279,1,6,3,1,0,1,1,Yes
313.5,4500,2102,1350,2,6,2,1,0,1,1,No
403.6,5840,3689,1701,1,9,3,2,0,1,0,Yes
409,9045,2560,1508,2,6,3,1,1,1,1,No
352.4,4720,2079,1408,2,7,3,1,1,1,0,No
546.4,5303,3789,2466,2,10,4,3,0,1,2,Yes
279.1,4404,1988,960,1,5,2,1,0,1,1,No
310.5,5620,2630,1056,1,5,2,1,0,1,1,No
320.7,4888,3224,1591,1.5,6,1,1,0,1,1,No
300.7,3854,1826,1152,2,6,3,1,0,1,0,Some
344,5107,2733,1503,1.5,6,4,2,0,1,1,No
378.8,6000,2808,1740,2,7,4,1,1,1,1,No
649.2,10730,4204,2400,2,8,4,1,1,1,1,No
304.9,3290,3036,1378,1,7,4,1,1,1,1,No
741.9,10951,5908,2960,2,8,4,2,1,1,1,No
815.3,12328,6573,3902,2,11,5,3,1,1,2,Some
386.2,4945,2934,1738,2,9,2,1,1,1,1,No
506.4,9225,3004,1667,2,8,5,1,2,1,0,Yes
293.5,3233,2256,1265,1.5,6,3,1,1,1,1,No
389,5172,3063,1659,2,7,3,1,1,1,1,Some
457.5,5651,4158,2124,2,8,4,1,1,1,0,Yes
393.2,5757,3728,2112,2,7,3,1,0,1,1,No
325.7,5240,2228,1392,2,7,3,1,1,1,1,No
511.9,39000,4606,2448,2,10,4,2,0,1,1,No
365.6,4800,3164,1411,1,6,3,1,1,1,1,No
390.7,4292,4193,2298,2,7,4,2,0,1,0,Some
415.5,8142,2478,1426,2,6,3,1,1,1,1,No
387.5,6500,2512,1452,2,7,4,1,1,1,1,No
476.6,6500,3102,1940,2,8,4,1,1,1,1,No
409,5250,2814,1520,1.5,6,3,1,1,1,0,Some
331.9,5083,2246,1378,2,7,3,1,1,1,1,No
335.4,5034,2708,1217,1,6,3,1,1,1,1,No
300.4,4150,1913,1200,2,6,3,1,0,1,0,No
439.2,4950,3122,1664,2,8,4,1,1,1,1,No
296.9,3238,2307,1265,1.5,6,2,2,0,1,1,No
503.4,7215,3198,1815,2,7,3,2,1,1,2,No
497.2,8056,4564,2479,2,8,4,1,1,1,1,No
407.4,8807,3648,1912,2,7,3,1,1,1,0,No
626.3,12169,5751,2942,2,12,6,1,2,1,1,Some
552.4,9397,3952,2448,2,8,4,1,1,1,1,No
554.9,10663,5212,2885,2,10,4,2,1,1,0,Yes
314.9,4357,1974,950,1,5,2,1,0,1,0,No
310.5,3982,2704,1310,1,7,4,2,0,1,0,No
364.6,5000,2495,1485,2,7,3,1,1,1,1,Some
430.7,4971,3981,1890,1,11,3,1,1,1,0,Some
381.3,6015,2536,1560,2,7,4,1,1,1,0,No
611.3,11400,3926,2526,2.5,9,4,2,1,1,2,Yes
332.5,6967,1860,840,1,5,3,2,0,1,1,No
314.4,5180,2899,1310,1,7,4,1,0,1,1,No
408.1,7239,2456,1552,2,6,3,1,1,1,1,No
309.6,4207,2192,1176,2,6,3,1,1,1,1,No
355.8,7990,2143,1370,2,7,3,1,0,1,1,No
465.2,9343,4866,2170,1,8,4,2,1,1,1,No
348.6,5938,2377,1325,2,6,3,1,1,1,1,No
453.1,5208,3174,1907,2,8,4,1,1,1,1,No
418.3,7000,4006,2430,2,8,4,1,1,1,0,No
423.5,4366,3022,1615,1.5,8,3,2,0,1,1,Yes
344.7,5313,2734,1582,2,7,4,1,0,1,0,No
354.4,4770,2456,1056,1,7,3,2,0,1,1,No
353.8,5274,2524,1624,2,7,3,2,0,1,0,No
573.8,9405,3040,1920,2,8,4,1,1,1,1,No
563.8,6230,4454,2574,2,8,4,2,1,1,1,No
315.5,5000,2256,1042,1,7,3,1,0,1,0,No
363.4,4150,2190,1470,2,6,3,1,1,1,1,No
435,6212,3961,1870,1.5,6,4,2,0,1,1,Some
728.1,10290,6074,3232,2,8,4,2,1,1,1,No
357.8,5326,2384,1479,2,6,3,1,0,1,0,No
393.7,5628,3166,1417,1,8,4,2,0,1,0,No
698,10720,4780,2571,2,9,4,1,1,1,1,No
405.1,7078,2630,1616,2,6,3,2,1,1,1,No
500.6,7362,3825,2565,2,6,4,2,1,1,1,No
551.6,14050,5259,2921,2,10,4,1,0,1,2,No
405.6,5643,2795,1596,2,10,4,1,1,1,1,No
444,5150,3297,2061,2,7,4,1,1,1,1,Some
266.2,4511,2365,975,1,5,2,1,0,1,1,No
785.9,13159,6736,2866,2,9,4,3,1,1,2,No
337.6,4750,1902,1223,2,6,3,1,1,1,1,Some
463.3,8890,2737,1696,2,9,3,2,0,1,1,Some
392.4,5264,2904,1814,2,8,3,1,1,1,0,No
372.6,6825,2666,1653,2,8,4,1,0,1,1,No
575.1,6108,4474,2496,2,7,3,2,1,1,1,No
451.7,7000,3504,1568,2,7,4,1,1,1,1,Yes
629,12240,3980,2176,2,10,3,2,1,1,1,Yes
379.7,5696,2353,1325,2,6,3,1,1,1,1,No
800.5,11400,5105,3455,2.5,9,4,1,1,1,1,Yes
521.3,21600,3355,1794,2,6,3,1,1,1,1,Some
384.1,6000,2163,1377,2,6,3,1,1,1,1,No
314.9,5000,2665,1245,1,6,2,1,0,1,0,No
482.4,4550,3489,1776,2,9,5,2,1,1,0,No
532.4,5003,3184,1856,2,7,3,3,1,1,2,No
468.6,6880,3880,2149,2,8,4,1,2,1,0,No
301.6,4800,2012,936,1,7,3,1,0,1,0,Yes
329.7,5000,2660,1176,2,6,3,1,1,1,1,No
293.6,4650,2163,1014,1,5,2,1,0,1,0,No
400.3,5568,3288,1957,2,9,4,2,0,1,0,No
444.2,9600,3968,1730,1,5,3,1,1,1,1,No
522.7,10578,3748,2365,2,9,4,1,1,1,1,No
392.5,6325,3717,1964,1.5,9,5,2,0,1,1,No
603.6,14400,4023,2534,2,7,4,2,1,1,0,No
468.9,5468,2792,1776,2,8,3,2,0,1,2,No
393.1,5460,2538,1536,2,6,3,1,1,1,1,No
338.3,4930,2517,1562,2,6,3,1,0,1,0,No
407,7133,4298,2237,1.5,7,3,2,0,1,1,No
557.7,10050,3401,1738,1.5,6,2,1,1,1,1,Some
442.6,13578,3840,1680,1,6,2,1,2,1,1,No
348.7,5782,2306,1440,2,6,3,1,0,1,0,No
411.9,5000,3005,1479,1.5,6,2,1,1,1,1,Yes
397.5,5643,2444,1512,2,7,3,1,0,1,1,Yes
325.6,4800,2116,1303,2,6,3,1,1,1,0,No
446.2,4648,3548,1768,1.5,6,3,1,1,1,0,No
376.1,4160,3642,1969,2,9,5,1,1,1,1,Yes
369.3,6194,2872,1316,1,7,3,1,1,1,1,No
475.2,7860,3220,2187,2,8,4,2,1,1,2,Yes
310.5,4855,2337,1074,1,7,2,1,0,1,0,Some
391.7,6000,2208,1274,2,5,2,1,1,1,1,No
413.8,7850,2602,1398,2,7,3,1,1,1,1,No
461.5,10800,3454,2010,2,9,5,1,1,1,1,No
289.8,4800,2354,1067,1,5,2,1,0,1,0,No
559.2,13300,5093,2347,1.5,7,4,2,0,1,1,Some
330,4000,2220,1254,2,7,3,1,1,1,1,No
459.5,4798,3593,2246,2,9,4,1,1,1,1,No
686.3,7457,4999,2854,2,10,6,2,1,1,2,No
413.4,5696,2773,1544,2,7,3,1,1,1,1,No
395.9,7333,2778,1479,1.5,6,3,1,1,1,1,No
344.4,8005,2200,950,1,5,2,1,0,1,1,No
443.4,5937,3258,1643,1.5,8,3,1,1,1,1,No
375.3,5754,2657,1331,2,6,3,1,1,1,1,No
439.6,6820,2894,1906,2,7,3,1,1,1,0,No
306,10714,2241,1032,1,6,3,1,0,1,0,No
431.2,4850,2562,1705,2,7,4,1,1,1,1,No
371.1,7932,2844,1530,1.5,6,4,1,1,1,1,No
385.8,4875,2789,1678,2,7,3,1,1,1,0,No
391.1,6903,3177,1466,1.5,6,3,1,1,1,1,Yes
401.3,4704,2665,1748,2,6,3,2,0,1,1,No
418.4,5000,3018,1479,1.5,6,3,1,1,1,1,No
371.6,5371,3051,1790,2,7,3,1,0,1,1,No
351,6328,2507,1595,2,7,4,1,0,1,1,No
416.7,9545,2663,1279,1,5,3,1,1,1,1,Yes
996.9,10050,5392,4375,2,11,4,4,0,1,1,No
400.9,5301,2547,1538,2,6,3,1,1,1,1,No
533.7,9116,3330,2084,2,7,3,2,0,1,1,Yes
478.9,10960,3244,2164,2,7,4,1,1,1,1,No
379.5,6750,2904,1585,2,6,3,1,0,1,0,No
398.5,4857,3113,1832,1.5,7,4,2,0,1,1,Yes
447.5,10800,3435,1953,2,9,5,1,0,1,0,No
321,4794,2361,1261,1.5,6,2,1,1,1,0,No
435.5,6009,3002,1914,2,7,3,1,1,1,1,No
451,4140,3468,1920,2,10,3,1,1,1,1,Yes
285.3,4800,2117,1015,1,6,3,1,0,1,1,No
343.3,5000,2160,1248,2,6,3,1,1,1,1,No
493.7,9427,3232,1812,2,6,3,1,0,1,1,No
408.3,5696,2293,1326,2,6,3,1,1,1,1,Yes
286.4,5232,1976,988,1,5,3,1,0,1,1,No
394.4,7164,2238,1870,1,9,3,1,1,2,1,Yes
574.9,7263,4424,2358,2,8,3,3,1,1,2,No
355.6,5166,2774,1479,1.5,7,3,1,1,1,1,No
479.5,4926,3154,1873,2,8,4,1,1,1,1,No
343.3,8955,2660,1258,1,6,3,1,1,1,1,No
412.2,4748,2403,1537,2,6,3,1,1,1,1,No
391.2,5052,2758,1678,2,7,3,1,1,1,0,No
360.8,5000,2690,1479,1.5,6,3,1,1,1,1,Yes
562.3,6107,5608,3240,2,10,5,3,1,1,2,Yes
412.2,5893,2555,1400,2,6,3,1,1,1,1,No
422.2,5950,2627,1714,2,6,3,1,0,1,1,Yes
388.1,8605,3302,1635,1.5,7,4,1,1,1,0,Some
367.3,6040,2705,1479,1.5,7,3,1,1,1,1,No
1009.9,13300,7624,4133,2,9,4,3,1,1,2,No
392.8,8000,2716,1452,1.5,8,4,1,1,1,1,No
370.9,4883,2613,1603,2,7,3,1,1,1,0,No
392.4,8888,3325,1819,1.5,7,3,1,0,1,1,No
632.4,8000,4558,2648,2,9,5,2,1,1,1,Yes
318.8,4800,2216,1189,1.5,6,2,1,1,1,1,No
348,4041,2644,1530,2,6,3,2,0,1,0,No
364.9,6604,2535,1403,1.5,6,3,1,1,1,1,No
779.8,9809,5276,3542,2,8,4,2,1,1,2,Yes
309.6,5000,2020,900,1,6,2,1,0,1,1,Yes
383.7,5831,2372,1368,2,6,3,1,1,1,1,No
442,6309,3665,2074,2,9,5,2,0,1,1,No
288.5,5332,1592,768,1,4,1,1,0,1,1,No
411.2,6150,2660,1620,2,7,3,1,1,1,0,No
355.5,4817,2740,1544,2,7,3,1,0,1,1,No
466,5000,2340,1908,2,11,3,2,1,1,1,No
382.2,13626,2112,1056,1,6,2,1,0,1,1,No
416.4,4255,3663,1656,1,7,3,2,0,1,1,Yes
535.5,10131,3890,2080,2,7,4,1,1,1,2,No
382.3,4770,3408,1490,1,6,2,2,0,1,1,No
701.8,9716,5140,3446,2,11,4,2,1,1,2,Yes
414.9,5944,2940,1415,1,5,3,1,0,1,1,No
411.2,4814,3304,2148,2,9,4,1,2,1,2,No
511,5847,2914,1896,2,8,3,2,1,1,1,Yes
329,5912,2807,1218,1,6,2,1,0,1,1,No
389.9,5712,2564,1499,2,8,3,1,1,1,1,No
412.6,8500,2824,1730,2,10,3,1,1,1,1,No
324.3,4792,2199,1334,2,7,3,1,1,1,0,No
323.1,4922,1948,1275,2,6,3,1,1,1,0,No
385,5007,3417,1512,1,7,4,2,0,1,0,Some
272.9,4602,3167,1411,1,8,4,1,0,1,1,No
359.2,4031,3261,1456,1,6,3,2,0,1,0,No
264.8,4000,1878,900,1,7,2,1,0,1,1,No
346.3,5332,2304,1306,1.5,6,4,2,0,1,1,Yes
576.4,9464,4184,2792,2.5,8,4,1,1,1,1,No
419.3,6032,2918,1536,2,6,3,1,1,1,1,No
378,6569,2416,1144,1,6,3,1,0,1,1,No
365.5,5940,2688,1430,1.5,7,3,1,1,1,1,No
435.9,4924,2724,1626,2,7,4,1,1,1,1,No
349,6000,2784,1624,2,7,4,1,0,1,1,No
329.5,4521,2229,1464,2,7,4,1,1,1,1,No
317.3,4280,2104,988,1,5,3,1,0,1,1,No
375.1,6056,2504,1616,2,6,3,1,1,1,1,No
452.4,9775,2720,1568,2,6,3,1,1,1,1,No
297.2,3825,1952,1344,2,7,2,1,1,1,1,No
390.4,4880,3011,1530,1.5,7,3,1,1,1,1,Yes
577.1,9955,3992,2822,2,9,3,1,1,1,1,Yes
393.2,5979,2389,1376,2,6,3,1,1,1,1,No
377,6177,2364,1520,2,8,3,1,1,1,1,No
297.1,4001,2120,1000,1,5,2,1,0,1,0,No
319.6,5258,2056,988,1,7,3,1,1,1,1,No
430.5,7116,3102,1899,2,7,3,1,1,1,1,No
494.1,6009,2616,1664,2,8,3,2,2,1,0,No
276.9,4000,1591,1000,1,5,2,1,0,1,0,No
339.4,4002,2426,1537,2,7,3,1,0,1,1,No
710.1,10981,4808,2694,2,10,6,2,1,1,1,No
602.7,12905,3812,2087,2.5,7,4,1,1,1,0,No
432.7,5884,2996,1634,2,7,4,1,1,1,1,No
330.9,4800,2791,1734,2,6,3,1,1,1,1,No
319,4632,2396,1128,1,6,2,1,0,1,0,No
316.9,5304,2706,1479,1.5,7,3,1,0,1,0,No
380.7,4054,2784,1760,2,7,4,1,1,1,1,No
353.1,7073,2136,1080,1,7,2,2,0,1,1,No
391.5,5083,4304,1765,1,7,4,2,0,1,1,No
478.9,8528,3630,2055,2,8,3,1,1,1,1,Some
443.9,17680,4095,1600,1,6,2,1,0,1,2,No
355.5,4596,3348,1615,1.5,7,3,2,0,1,1,No
399.1,6440,2524,1626,2,8,4,1,1,1,1,No
348.2,3495,2486,1588,2,8,4,1,0,1,0,No
341,3811,2064,1364,2,7,3,1,0,1,1,No
365.7,5785,2833,1259,1,6,3,1,1,1,1,No
325,4026,2934,1330,1,7,3,2,0,1,0,Some
265.7,4380,2040,936,1,5,2,1,0,1,1,No
421.9,18151,2384,1120,1,6,2,1,0,1,1,No
411.4,6215,2844,1376,2,6,2,1,1,1,1,Some
320.7,4672,2520,1123,1,6,3,1,1,1,1,Some
343,5000,2452,1275,2,8,3,1,1,1,1,No
276.3,4001,2060,988,1,5,2,1,0,1,1,Some
403.2,6950,2768,1430,1.5,7,4,1,1,1,1,No
327.7,3196,1959,1248,2,6,3,1,0,1,0,Some
352.3,4180,2771,1706,2,7,3,1,0,1,0,No
466.2,4305,2929,1584,2,7,4,1,1,1,2,No
318.8,5772,2013,968,1,5,2,1,0,1,1,No
440.1,10342,2488,1590,2,7,3,1,1,1,1,No
694.9,10466,3776,2256,2,7,3,2,1,1,1,No
429.8,5393,3171,1742,2,7,3,1,0,1,1,No
292.1,4000,2044,1200,2,5,2,1,0,1,0,No
445.4,10915,2336,1380,2,6,3,1,1,1,1,No
467.2,6128,3007,1530,2,7,3,1,1,1,1,No
457.8,6188,3540,2037,2.5,8,5,3,1,1,1,No
383.6,5006,2165,1275,2,8,3,2,1,1,1,No
338.9,4800,2804,1785,2,7,4,1,1,1,1,No
497.1,7210,2910,1585,2,7,3,1,1,1,1,No
432.5,3917,2560,1456,2,6,3,1,0,1,1,Some
